region_id;0_ID;1_Outer_cell_layer(nm);2_Nucleus;3_Trichocysts;4_Chloroplast;5_Plastoglobuli;6_Pusule;7_Food_vacuole;8_Starch;9_Crystalline_compartment;10_Large_vacuole;11_CBB/flagella;12_Symbiosis/parasitism/Prey/2=Kleptoplastidism;13_Reticulated_network;14_Electron_dense_sheets;15_Tubular_network;16_Rhabdosomes_and_alike_structure;17_eyespot/mt_array;19_Presumed_ID;18_NI_a_z;20_Area(nm^2)
38;VSM20_A6_PM5_038;;0;1;1;3;0;0;0;1;0;0;0;1;0;0;0;0;Prorocentrum_sp;b;6,6731E+10
39;VSM20_A6_PM5_039;;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;NI;h;5,8181E+10
40;VSM20_A6_PM5_040;;1;0;1;53;0;0;2;0;0;0;1;0;0;0;1;0;Dinophysis_sp;x;6,3943E+11
41;VSM20_A6_PM5_041;;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;NI;v;3,3668E+11
42;VSM20_A6_PM5_042;;1;1;1;6;0;0;0;1;0;0;0;1;0;0;0;0;NI;z;2,6038E+11
43;VSM20_A6_PM5_043;;1;1;1;6;0;0;0;0;0;0;0;1;0;0;0;0;NI;m,u;5,3253E+11
44;VSM20_A6_PM5_044;;0;1;1;6;0;0;0;0;0;0;0;1;0;0;0;0;NI;a,v;1,2430E+11
45;VSM20_A6_PM5_045;;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;NI;x;3,4633E+10
46;VSM20_A6_PM5_046;;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;NI;z;7,3760E+10
47;VSM20_A6_PM5_047;;1;1;1;1;0;0;7;0;0;0;0;1;0;0;0;0;NI;b;6,0025E+10
48;VSM20_A6_PM5_048;;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;Prorocentrum_sp;x;6,8881E+10
49;VSM20_A6_PM5_049;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sclerocyte;x;2,4984E+07
50;VSM20_A6_PM5_050;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Colony;x;3,7922E+07
;;;;;;;;;;;;;;;;;;;;;
