0_ID;imagePath;1_Outer_cell_layer(nm);2_Nucleus;3_Trichocysts;4_Chloroplast;5_Plastoglobuli;6_Pusule;7_Food_vacuole;8_Starch;9_Crystalline_compartment;10_Large_vacuole;11_CBB/flagella;12_Symbiosis/parasitism/Prey/2=Kleptoplastidism;13_Reticulated_network;14_Electron_dense_sheets;15_Tubular_network;16_Rhabdosomes_and_alike_structure;17_eyespot/mt_array;19_Presumed_ID;18_NI_a_z;a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;p;q;r;s;t;u;v;w;x;y;z;20_Area(nm^2)
VSM21-A3-AM2-022;images/VSM-A3-022.png;74;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;x;r,q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;54465592050
VSM21-A3-AM2-023;images/VSM-A3-023.png;60;1;1;1;3;0;1;0;0;1;0;0;0;0;0;0;1;x;h,q,r;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;536488951402
VSM21-A3-AM2-024;images/VSM-A3-024.png;13;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;25415538811
VSM21-A3-AM2-025;images/VSM-A3-025.png;1131;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;Dinophysis_tubes;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;388509436977
VSM21-A3-AM2-026;images/VSM-A3-026.png;81;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;Ensiculifera_sp;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;76933205240
VSM21-A3-AM2-027;images/VSM-A3-027.png;95;0;1;1;2;0;1;0;1;0;0;0;0;0;0;0;0;Heterocapsa;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;51282783741
VSM21-A3-AM2-028;images/VSM-A3-028.png;131;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;281191147517
VSM21-A3-AM2-029;images/VSM-A3-029.png;16;1;1;1;2;0;0;1;1;0;1;0;1;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;226150760448
VSM21-A3-AM2-030;images/VSM-A3-030.png;28;0;1;1;6;0;1;0;1;0;0;0;1;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;177789960933
VSM21-A3-AM2-031;images/VSM-A3-031.png;53;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;Ensiculifera_sp;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;71794876436
VSM21-A3-AM2-032;images/VSM-A3-032.png;894;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;diatom;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;177509703979
VSM21-A3-AM2-033;images/VSM-A3-033.png;4629;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;73495997101
VSM21-A3-AM2-034;images/VSM-A3-034.png;44;1;1;0;0;0;1;0;0;0;0;0;1;1;1;0;1;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;102576494611
VSM21-A3-AM2-035;images/VSM-A3-035.png;252;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Prorocentrum;a;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188314740188
VSM21-A3-AM2-036;images/VSM-A3-036.png;1321;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;69850943192
VSM21-A3-AM2-037;images/VSM-A3-037.png;77;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;x;l;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153745414309
VSM21-A3-AM2-038;images/VSM-A3-038.png;1549;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;Triadinium_sphaericum_sp;d,r,s;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;161558704023
VSM21-A3-AM2-039;images/VSM-A3-039.png;102;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;44995047489
VSM21-A3-AM2-040;images/VSM-A3-040.png;1915;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;Triadinium_sphaericum_sp;d,o,r,s;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;216069454045
VSM21-A3-AM2-041;images/VSM-A3-041.png;116;0;1;1;2;1;0;0;0;1;0;0;0;0;0;0;1;fib;h,n,r;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;202674969426
VSM21-A3-AM2-042;images/VSM-A3-042.png;300;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Diatom;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;73943048657
VSM21-A3-AM2-043;images/VSM-A3-043.png;1630;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;q,r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;116044323010
VSM21-A3-AM2-044;images/VSM-A3-044.png;16;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;83936600954
VSM21-A3-AM2-045;images/VSM-A3-045.png;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;72367811876
VSM21-A3-AM2-046;images/VSM-A3-046.png;25;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;x;h;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9173837926
VSM21-A3-AM2-047;images/VSM-A3-047.png;38;1;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;Diatom;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;75730198684
VSM21-A3-AM2-048;images/VSM-A3-048.png;1653;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;Pseudalatosphaera_corsica_sp;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;146267382362
VSM21-A3-AM2-049;images/VSM-A3-049.png;438;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;Oxytoxum;j;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27326123248
VSM21-A3-AM2-050;images/VSM-A3-050.png;37;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;16324439123
VSM21-A3-AM2-051;images/VSM-A3-051.png;1329;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;Triadinium_sphaericum_sp;d,e,r;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;528612085126
VSM21-A3-AM2-052;images/VSM-A3-052.png;372;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;Oxytoxum;j;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66387113127
VSM21-A3-AM2-053;images/VSM-A3-053.png;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;125250192306
VSM21-A3-AM2-054;images/VSM-A3-054.png;50;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;x;h;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195216223614
VSM21-A3-AM2-055;images/VSM-A3-055.png;1523;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;Triadinium_sphaericum_sp;d,e,f,o,r;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;194427760021
VSM21-A3-AM2-056;images/VSM-A3-056.png;59;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;Cristalline_structure;g,r;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;514369447420
VSM21-A3-AM2-057;images/VSM-A3-057.png;39;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;110909766328
VSM21-A3-AM2-058;images/VSM-A3-058.png;220;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;24052386844
VSM21-A3-AM2-059;images/VSM-A3-059.png;784;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;Prorocentrum;c;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72158980788
VSM21-A3-AM2-060;images/VSM-A3-060.png;69;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;Heterocapsa;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;87560886496
VSM21-A3-AM2-061;images/VSM-A3-061.png;1267;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;Dinophysis;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;297698512810
VSM21-A3-AM2-062;images/VSM-A3-062.png;1013;1;1;1;7;0;0;0;1;0;0;2;0;1;0;0;0;x;q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;152827575014
VSM21-A3-AM2-063;images/VSM-A3-063.png;329;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Oxytoxum;j,r;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;54811422174
VSM21-A3-AM2-064;images/VSM-A3-064.png;42;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;31934730594
VSM21-A3-AM2-065;images/VSM-A3-065.png;340;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Prorocentrum;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;50222418445
VSM21-A3-AM2-066;images/VSM-A3-066.png;160;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;x;a;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178456282291
VSM21-A3-AM2-067;images/VSM-A3-067.png;617;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;14236165679
VSM21-A3-AM2-068;images/VSM-A3-068.png;14;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;82381866556
VSM21-A3-AM2-069;images/VSM-A3-069.png;156;1;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;Protoperidinium;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;201273523366
VSM21-A3-AM2-070;images/VSM-A3-070.png;137;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;148758732308
VSM21-A3-AM2-071;images/VSM-A3-071.png;198;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;86950173285
VSM21-A3-AM2-072;images/VSM-A3-072.png;100;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;183104242135
VSM21-A3-AM2-073;images/VSM-A3-073.png;76;1;1;0;0;1;0;0;0;0;1;0;0;1;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;170417666072
VSM21-A3-AM2-074;images/VSM-A3-074.png;1354;1;1;1;0;0;0;0;0;0;0;0;9;0;0;0;0;Prorocentrum;a;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;381064413885
VSM21-A3-AM2-075;images/VSM-A3-075.png;386;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;37616579786
VSM21-A3-AM2-076;images/VSM-A3-076.png;283;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;172379201285
VSM21-A3-AM2-077;images/VSM-A3-077.png;230;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;136480180423
VSM21-A3-AM2-078;images/VSM-A3-078.png;36;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;76120815956
VSM21-A3-AM2-079;images/VSM-A3-079.png;67;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;98158981247
VSM21-A3-AM2-080;images/VSM-A3-080.png;970;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;Prorocentrum;a;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104599697994
VSM21-A3-AM2-081;images/VSM-A3-081.png;33;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;74422785473
VSM21-A3-AM2-082;images/VSM-A3-082.png;2557;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;Prorocentrum;c;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137403376772
VSM21-A3-AM2-083;images/VSM-A3-083.png;596;1;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;Protoperidinium;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;364938652486
VSM21-A3-AM2-084;images/VSM-A3-084.png;1166;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;Prorocentrum;a,r;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;106196546885
VSM21-A3-AM2-085;images/VSM-A3-085.png;104;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;86240087504
VSM21-A3-AM2-086;images/VSM-A3-086.png;68;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;41221380454
