0_ID;imagePath;1_Outer_cell_layer(nm);2_Nucleus;3_Trichocysts;4_Chloroplast;5_Plastoglobuli;6_Pusule;7_Food_vacuole;8_Starch;9_Crystalline_compartment;10_Large_vacuole;11_CBB/flagella;12_Symbiosis/parasitism/Prey/2=Kleptoplastidism;13_Reticulated_network;14_Electron_dense_sheets;15_Tubular_network;16_Rhabdosomes_and_alike_structure;17_eyespot/mt_array;19_Presumed_ID;18_NI_a_z;a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;p;q;r;s;t;u;v;w;x;y;z;20_Area(nm^2)
VSM21-A1-AM1-001;images/VSM-A1-001.png;2278;1;1;1;0;1;0;33;0;0;0;0;0;0;0;0;0;Prorocentrum;b,c;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;312130000000
VSM21-A1-AM1-002;images/VSM-A1-002.png;1077;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;101860000000
VSM21-A1-AM1-003;images/VSM-A1-003.png;861;1;1;1;2;0;1;0;1;0;0;0;0;0;0;0;0;x;g,r;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;534690000000
VSM21-A1-AM1-004;images/VSM-A1-004.png;106;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;226610000000
VSM21-A1-AM1-005;images/VSM-A1-005.png;2197;1;1;1;0;1;0;42;0;0;0;0;0;0;0;0;0;Prorocentrum;b,c;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;353890000000
VSM21-A1-AM1-006;images/VSM-A1-006.png;1973;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;Triadinium_sphaericum_sp;d,e,f;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;429710000000
VSM21-A1-AM1-007;images/VSM-A1-007.png;201;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;364410000000
VSM21-A1-AM1-008;images/VSM-A1-008.png;958;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;Protoperidinium;p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;537740000000
VSM21-A1-AM1-009;images/VSM-A1-009.png;107;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Colony;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;25663000000
VSM21-A1-AM1-010;images/VSM-A1-010.png;2564;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;120230000000
VSM21-A1-AM1-011;images/VSM-A1-011.png;120;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;Heterocapsa;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;55893000000
VSM21-A1-AM1-012;images/VSM-A1-012.png;398;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;341080000000
VSM21-A1-AM1-013;images/VSM-A1-013.png;1552;1;1;1;0;1;0;14;0;0;0;0;0;0;0;0;0;Prorocentrum;b,c;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;287060000000
VSM21-A1-AM1-014;images/VSM-A1-014.png;1057;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;x;i,r;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;187220000000
VSM21-A1-AM1-015;images/VSM-A1-015.png;1701;0;1;1;0;1;0;9;0;1;0;0;0;0;0;0;0;Prorocentrum;b,c;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124380000000
VSM21-A1-AM1-016;images/VSM-A1-016.png;1839;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;Triadinium_sphaericum_sp;d,e,f;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184840000000
VSM21-A1-AM1-017;images/VSM-A1-017.png;123;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;x;g;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420500000000
VSM21-A1-AM1-018;images/VSM-A1-018.png;72;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;162060000000
VSM21-A1-AM1-019;images/VSM-A1-019.png;2202;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;x;d,s;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;236590000000
VSM21-A1-AM1-020;images/VSM-A1-020.png;704;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;Cyst;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;58726000000
