0_ID;imagePath;1_Outer_cell_layer(nm);2_Nucleus;3_Trichocysts;4_Chloroplast;5_Plastoglobuli;6_Pusule;7_Food_vacuole;8_Starch;9_Crystalline_compartment;10_Large_vacuole;11_CBB/flagella;12_Symbiosis/parasitism/Prey/2=Kleptoplastidism;13_Reticulated_network;14_Electron_dense_sheets;15_Tubular_network;16_Rhabdosomes_and_alike_structure;17_eyespot/mt_array;19_Presumed_ID;18_NI_a_z;a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;p;q;r;s;t;u;v;w;x;y;z;20_Area(nm^2)
VSM21-A2-PM1-030;images/VSM-A2-030.png;29;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;257310000000
VSM21-A2-PM1-031;images/VSM-A2-031.png;122;1;1;1;5;1;0;0;1;0;0;0;0;0;0;0;0;Prorocentrum;a;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187750000000
VSM21-A2-PM1-032;images/VSM-A2-032.png;1463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Dinophysis;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;43871000000
VSM21-A2-PM1-033;images/VSM-A2-033.png;103;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;x;r,u;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;470230000000
VSM21-A2-PM1-034;images/VSM-A2-034.png;834;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;307350000000
VSM21-A2-PM1-035;images/VSM-A2-035.png;232;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;183870000000
VSM21-A2-PM1-036;images/VSM-A2-036.png;44;0;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;40594000000
VSM21-A2-PM1-037;images/VSM-A2-037.png;29;1;1;1;1;1;1;0;1;0;0;0;1;0;0;0;1;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;259350000000
VSM21-A2-PM1-038;images/VSM-A2-038.png;50;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6648700000
VSM21-A2-PM1-039;images/VSM-A2-039.png;25;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;98774000000
VSM21-A2-PM1-040;images/VSM-A2-040.png;209;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;152600000000
VSM21-A2-PM1-041;images/VSM-A2-041.png;36;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;Diatom;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;63357000000
VSM21-A2-PM1-042;images/VSM-A2-042.png;54;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;67051000000
VSM21-A2-PM1-043;images/VSM-A2-043.png;697;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;Coccolitophore;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;49493000000
