region_id;0_ID;1_Outer_cell_layer(nm);2_Nucleus;3_Trichocysts;4_Chloroplast;5_Plastoglobuli;6_Pusule;7_Food_vacuole;8_Starch;9_Crystalline_compartment;10_Large_vacuole;11_CBB/flagella;12_Symbiosis/parasitism/Prey/2=Kleptoplastidism;13_Reticulated_network;14_Electron_dense_sheets;15_Tubular_network;16_Rhabdosomes_and_alike_structure;17_eyespot/mt_array;19_Presumed_ID;18_NI_a_z;20_Area(nm^2)
18;VSM20_A4_PM5_018;;0;1;1;3;0;0;4;0;0;0;0;1;0;0;0;0;NI;x;9,5896E+10
19;VSM20_A4_PM5_019;;0;1;1;3;0;0;3;0;0;0;0;1;0;0;0;0;NI;x;1,2401E+10
20;VSM20_A4_PM5_020;;1;1;1;7;0;0;20;1;0;0;0;0;0;0;0;0;NI;r;3,9462E+11
21;VSM20_A4_PM5_021;;1;1;0;0;1;0;0;0;0;0;0;1;1;1;0;0;Protoperidinium_sp;p;3,4040E+11
22;VSM20_A4_PM5_022;;1;1;1;9;0;0;0;1;0;0;0;0;0;0;0;0;NI;r,z;3,5730E+11
23;VSM20_A4_PM5_023;;1;1;1;4;0;0;0;1;0;0;0;0;0;0;0;0;NI;r,z;3,7121E+11
24;VSM20_A4_PM5_024;;1;1;1;3;0;0;2;0;0;1;1;0;0;0;0;0;NI;x;7,4075E+10
25;VSM20_A4_PM5_025;;1;1;1;6;1;0;12;1;0;0;0;0;0;0;0;0;Prorocentrum_sp;b;3,3218E+11
26;VSM20_A4_PM5_026;;1;1;1;4;1;0;3;1;0;0;0;0;0;0;0;0;Prorocentrum_sp;b;3,1608E+11
27;VSM20_A4_PM5_027;;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;NI;l;5,2693E+11
28;VSM20_A4_PM5_028;;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;NI;p;2,9712E+11
29;VSM20_A4_PM5_029;;1;1;0;0;1;0;0;0;1;0;1;1;1;1;0;0;NI;p;6,9217E+11
30;VSM20_A4_PM5_030;;1;1;1;3;0;0;6;1;0;0;0;0;1;0;0;0;NI;x;1,9872E+11
31;VSM20_A4_PM5_031;;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;NI;x;7,8126E+10
32;VSM20_A4_PM5_032;;1;1;1;4;1;0;10;0;0;1;0;1;0;0;0;0;NI;v;8,3552E+10
33;VSM20_A4_PM5_033;;1;1;1;2;1;0;8;0;0;0;0;0;0;0;0;0;NI;g;2,0513E+11
34;VSM20_A4_PM5_034;;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;NI;m;1,6833E+11
35;VSM20_A4_PM5_035;;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;NI;x;1,6793E+10
36;VSM20_A4_PM5_036;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Prymnesiophyte;x;0,0000E+00
37;VSM20_A4_PM5_037;;0;1;1;4;1;0;0;1;0;0;0;0;0;0;0;0;NI;z;2,1380E+11
38;VSM20_A4_PM5_038;;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;NI;r;9,7493E+10
39;VSM20_A4_PM5_039;;1;1;1;2;0;0;0;0;0;1;0;1;0;0;0;1;NI;l;2,2151E+11
40;VSM20_A4_PM5_040;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NI;r;2,6747E+10
41;VSM20_A4_PM5_041;;1;1;1;19;0;0;0;1;0;0;2;0;1;0;0;0;Paleophalacroma_sp;r;8,9355E+10
42;VSM20_A4_PM5_042;;1;1;1;3;0;0;0;0;1;0;0;0;0;0;0;0;NI;h,r;4,4819E+11
43;VSM20_A4_PM5_043;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;NI;x;1,3834E+11
44;VSM20_A4_PM5_044;;0;1;1;7;0;0;0;1;0;1;0;0;0;0;0;1;NI;r;2,0963E+11
45;VSM20_A4_PM5_045;;1;1;1;4;0;0;0;1;0;0;0;0;0;0;0;0;NI;h;1,3476E+11
46;VSM20_A4_PM5_046;;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;NI;x;5,1071E+10
47;VSM20_A4_PM5_047;;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;NI;a;1,6250E+11
48;VSM20_A4_PM5_048;;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NI;x;4,0675E+10
49;VSM20_A4_PM5_049;;0;0;1;0;0;0;5;1;0;0;0;0;0;1;0;0;NI;x;1,7766E+10
50;VSM20_A4_PM5_050;;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;NI;r;4,1437E+10
51;VSM20_A4_PM5_051;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Prorocentrum_sp;x;6,0331E+10
52;VSM20_A4_PM5_052;;1;1;1;2;1;0;10;0;0;0;0;1;0;0;0;0;Prorocentrum_sp;a;2,4581E+11
53;VSM20_A4_PM5_053;;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;NI;r;2,1573E+10
54;VSM20_A4_PM5_054;;0;1;1;6;1;0;19;1;0;0;0;0;0;0;0;0;Prorocentrum_sp;b;2,1440E+11
55;VSM20_A4_PM5_055;;1;1;1;3;1;0;14;0;0;0;0;1;0;0;0;0;Prorocentrum_sp;b;2,2190E+11
56;VSM20_A4_PM5_056;;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;NI;x;1,2649E+10
57;VSM20_A4_PM5_057;;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;NI;x;1,7200E+10
58;VSM20_A4_PM5_058;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Sclerocyte;x;0,0000E+00
59;VSM20_A4_PM5_059;;0;1;1;7;0;0;13;0;0;0;0;1;0;0;0;1;Triadinium_sphaericum_sp;d,r;2,8206E+11
60;VSM20_A4_PM5_060;;0;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;NI;x;1,2738E+10
61;VSM20_A4_PM5_061;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Diatom;x;0,0000E+00
62;VSM20_A4_PM5_062;;1;1;1;5;0;0;23;0;0;0;0;1;0;0;0;0;Prorocentrum_sp;b;3,4862E+11
63;VSM20_A4_PM5_063;;1;1;1;2;0;0;25;1;0;1;0;0;0;0;0;0;Prorocentrum_sp;x;3,1958E+11
64;VSM20_A4_PM5_064;;0;0;1;5;0;0;0;0;0;0;0;1;0;0;0;0;Triadinium_sphaericum_sp;d,r;1,9179E+11
65;VSM20_A4_PM5_065;;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;NI;x;1,3361E+11
66;VSM20_A4_PM5_066;;0;1;1;2;0;0;6;0;0;0;0;0;0;0;0;0;NI;r;6,0842E+10
67;VSM20_A4_PM5_067;;1;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;Prorocentrum_sp;a;3,6792E+11
68;VSM20_A4_PM5_068;;0;1;1;10;1;0;0;0;0;0;0;1;0;0;0;0;Triadinium_sphaericum_sp;d,o,r;2,6463E+11
69;VSM20_A4_PM5_069;;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;NI;p;2,8686E+11
70;VSM20_A4_PM5_070;;1;0;1;13;0;0;15;1;0;0;0;0;0;0;0;0;Prorocentrum_sp;x;2,3825E+11
71;VSM20_A4_PM5_071;;1;0;1;7;0;0;1;0;0;0;0;1;0;0;0;0;NI;a;5,8675E+10
72;VSM20_A4_PM5_072;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NI;x;1,2515E+10
73;VSM20_A4_PM5_073;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sclerocyte;x;0,0000E+00
74;VSM20_A4_PM5_074;;0;1;1;25;0;0;5;0;0;0;0;1;1;0;0;0;NI;x;1,2999E+11
75;VSM20_A4_PM5_075;;0;1;1;6;1;1;0;0;0;0;2;1;0;0;0;1;Triadinium_sphaericum_sp;d,r;4,2786E+11
76;VSM20_A4_PM5_076;;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;NI;g,r;2,4659E+11
77;VSM20_A4_PM5_077;;1;0;1;0;0;0;8;0;0;0;0;1;0;0;0;0;Prorocentrum_sp;a;2,6361E+11
78;VSM20_A4_PM5_078;;1;1;1;2;1;0;34;0;0;1;0;1;0;0;0;0;Prorocentrum_sp;b;3,7319E+11
79;VSM20_A4_PM5_079;;1;0;1;5;0;0;10;1;0;0;0;0;0;0;0;0;NI;x;7,5328E+10
80;VSM20_A4_PM5_080;;0;1;1;4;0;0;8;0;0;0;0;1;1;1;0;0;NI;x;1,0887E+11
81;VSM20_A4_PM5_081;;1;1;1;0;0;0;5;0;0;0;0;1;0;0;0;0;NI;x;5,2366E+10
82;VSM20_A4_PM5_082;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Ciliate;x;0,0000E+00
83;VSM20_A4_PM5_083;;0;1;1;4;0;0;5;0;0;0;0;1;0;0;0;0;NI;b;2,6082E+10
84;VSM20_A4_PM5_084;;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;NI;x;1,8148E+11
