0_ID;imagePath;1_Outer_cell_layer(nm);2_Nucleus;3_Trichocysts;4_Chloroplast;5_Plastoglobuli;6_Pusule;7_Food_vacuole;8_Starch;9_Crystalline_compartment;10_Large_vacuole;11_CBB/flagella;12_Symbiosis/parasitism/Prey/2=Kleptoplastidism;13_Reticulated_network;14_Electron_dense_sheets;15_Tubular_network;16_Rhabdosomes_and_alike_structure;17_eyespot/mt_array;19_Presumed_ID;18_NI_a_z;a;b;c;d;e;f;g;h;i;j;k;l;m;n;o;p;q;r;s;t;u;v;w;x;y;z;20_Area(nm^2)
VSM21-A5-PM3-033;images/VSM-A5-033.png;1291;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;x;w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;165721877955
VSM21-A5-PM3-034;images/VSM-A5-034.png;574;1;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;65260189902
VSM21-A5-PM3-035;images/VSM-A5-035.png;1386;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;1;Triadinium_sphaericum_sp;d,e,r,s;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;272383534108
VSM21-A5-PM3-036;images/VSM-A5-036.png;646;1;1;1;2;1;0;0;1;0;0;0;0;0;0;0;1;x;i,r;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;163350399061
VSM21-A5-PM3-037;images/VSM-A5-037.png;256;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;x;h,s;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;385978337745
VSM21-A5-PM3-038;images/VSM-A5-038.png;189;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;77267002312
VSM21-A5-PM3-039;images/VSM-A5-039.png;108;1;1;0;1;1;0;0;0;1;0;0;0;1;1;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;205569208861
VSM21-A5-PM3-040;images/VSM-A5-040.png;764;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;x;a;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59938043773
VSM21-A5-PM3-041;images/VSM-A5-041.png;1133;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;Oxytoxum;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;78428777921
VSM21-A5-PM3-042;images/VSM-A5-042.png;932;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;Prorocentrum;c;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45530752041
VSM21-A5-PM3-043;images/VSM-A5-043.png;195;1;0;1;2;0;0;1;0;0;0;0;1;0;0;0;0;x;a;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178260024065
VSM21-A5-PM3-044;images/VSM-A5-044.png;371;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;x;b;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117320268848
VSM21-A5-PM3-045;images/VSM-A5-045.png;389;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;98776646277
VSM21-A5-PM3-046;images/VSM-A5-046.png;657;0;0;1;12;0;0;1;0;1;0;0;0;0;0;0;0;x;b;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55470932762
VSM21-A5-PM3-047;images/VSM-A5-047.png;35;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;82223373368
VSM21-A5-PM3-048;images/VSM-A5-048.png;724;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9745812678
VSM21-A5-PM3-049;images/VSM-A5-049.png;81;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;41073430500
VSM21-A5-PM3-050;images/VSM-A5-050.png;121;0;1;1;2;0;0;1;0;0;0;0;1;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;96813965564
VSM21-A5-PM3-051;images/VSM-A5-051.png;1424;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;x;b,r;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;38647532262
VSM21-A5-PM3-052;images/VSM-A5-052.png;35;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;48979881705
VSM21-A5-PM3-053;images/VSM-A5-053.png;57;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;x;r;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;36607586362
VSM21-A5-PM3-054;images/VSM-A5-054.png;546;0;1;1;3;1;1;0;1;1;0;0;0;0;0;0;0;x;b;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141554969970
VSM21-A5-PM3-055;images/VSM-A5-055.png;39;1;1;1;2;0;1;0;0;1;0;0;0;0;0;0;0;x;h,r;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;247588858412
VSM21-A5-PM3-056;images/VSM-A5-056.png;1515;0;1;1;3;0;0;1;0;1;0;0;0;0;0;0;0;Prorocentrum;b,c,r;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;63029263649
VSM21-A5-PM3-057;images/VSM-A5-057.png;199;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;23122454335
VSM21-A5-PM3-058;images/VSM-A5-058.png;37;0;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;x;m;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;178706822808
VSM21-A5-PM3-059;images/VSM-A5-059.png;25;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;89966633957
VSM21-A5-PM3-060;images/VSM-A5-060.png;534;1;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;x;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;216865859082
VSM21-A5-PM3-061;images/VSM-A5-061.png;77;1;1;1;3;0;0;1;1;0;1;0;0;0;0;0;0;x;c,r;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;95399635658
