region_id;0_ID;1_Outer_cell_layer(nm);2_Nucleus;3_Trichocysts;4_Chloroplast;5_Plastoglobuli;6_Pusule;7_Food_vacuole;8_Starch;9_Crystalline_compartment;10_Large_vacuole;11_CBB/flagella;12_Symbiosis/parasitism/Prey/2=Kleptoplastidism;13_Reticulated_network;14_Electron_dense_sheets;15_Tubular_network;16_Rhabdosomes_and_alike_structure;17_eyespot/mt_array;19_Presumed_ID;18_NI_a_z;20_Area(nm^2)
30;VSM20_A2_PM9_030;;1;1;1;0;0;1;6;1;0;1;0;0;0;0;0;0;NI;x;4,2978E+10
31;VSM20_A2_PM9_031;;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;Protoperidinium_sp;p;4,0117E+11
32;VSM20_A2_PM9_032;;0;1;1;6;0;0;0;1;0;0;0;1;0;0;0;0;NI;x;4,2301E+11
33;VSM20_A2_PM9_033;;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;NI;x;6,4046E+10
34;VSM20_A2_PM9_034;;1;1;1;3;0;1;13;1;0;0;0;0;0;0;0;0;Paleophalacroma_sp;i,w,r;2,3494E+11
35;VSM20_A2_PM9_035;;0;0;1;2;0;0;15;0;0;0;0;0;0;0;0;0;Prorocentrum_sp;a;8,6705E+10
36;VSM20_A2_PM9_036;;0;1;1;0;0;1;3;1;0;1;0;0;0;0;0;0;NI;x;9,1617E+10
37;VSM20_A2_PM9_037;;1;1;1;2;0;0;3;1;0;0;2;0;0;0;0;0;Oxytoxum_sp;j,r;1,0249E+11
38;VSM20_A2_PM9_038;;1;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;NI;x;1,8480E+11
39;VSM20_A2_PM9_039;;1;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;NI;r;5,9121E+10
40;VSM20_A2_PM9_040;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NI;x;5,4204E+10
41;VSM20_A2_PM9_041;;1;1;1;3;0;0;16;1;0;0;0;0;0;0;0;0;Prorocentrum_sp;b;1,7734E+11
42;VSM20_A2_PM9_042;;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;NI;x;3,5738E+10
43;VSM20_A2_PM9_043;;0;0;1;2;1;0;3;1;0;0;0;0;0;0;0;0;Prorocentrum_sp;a;3,6664E+10
44;VSM20_A2_PM9_044;;0;1;1;2;0;0;6;1;0;0;0;0;0;0;0;0;NI;r;9,2118E+10
45;VSM20_A2_PM9_045;;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;NI;x;1,3947E+11
46;VSM20_A2_PM9_046;;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;Protoperidinium_sp;r;1,2706E+11
47;VSM20_A2_PM9_047;;0;1;1;3;0;1;4;1;0;0;1;1;0;0;0;0;NI;g,r;1,5293E+11
48;VSM20_A2_PM9_048;;0;1;1;1;0;0;4;1;0;0;0;1;1;0;0;0;NI;r;1,0236E+11
49;VSM20_A2_PM9_049;;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;Coccolitophore;x;0,0000E+00
50;VSM20_A2_PM9_050;;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NI;x;1,1378E+11
51;VSM20_A2_PM9_051;;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;Prorocentrum_sp;a;3,1150E+10
52;VSM20_A2_PM9_052;;0;0;1;5;0;1;0;1;0;0;0;1;0;0;0;0;NI;r;2,6110E+11
53;VSM20_A2_PM9_053;;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;0;NI;x;2,1608E+11
54;VSM20_A2_PM9_054;;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;NI;x;1,3410E+10
55;VSM20_A2_PM9_055;;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;Prymnesiophyceae;x;0,0000E+00
56;VSM20_A2_PM9_056;;1;1;1;2;0;0;4;0;0;0;0;0;0;0;0;0;NI;r;1,6667E+11
57;VSM20_A2_PM9_057;;1;0;1;0;0;0;3;1;0;0;0;0;0;0;0;0;NI;x;6,8798E+10
58;VSM20_A2_PM9_058;;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;Protoperidinium_sp;r;2,0618E+11
59;VSM20_A2_PM9_059;;0;0;1;0;0;0;14;0;0;0;0;0;0;0;0;0;Prorocentrum_sp;a;5,9054E+10
60;VSM20_A2_PM9_060;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;NI;x;2,4782E+10
61;VSM20_A2_PM9_061;;0;1;1;19;0;0;0;1;0;0;0;0;0;0;0;0;NI;x;4,4094E+10
62;VSM20_A2_PM9_062;;1;1;1;6;0;0;1;0;0;1;0;1;0;0;0;0;NI;v;1,1821E+11
63;VSM20_A2_PM9_063;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;NI;x;1,2508E+11
64;VSM20_A2_PM9_064;;0;1;1;8;0;0;1;0;0;0;0;1;0;0;0;0;NI;h,r;2,9330E+11
65;VSM20_A2_PM9_065;;1;1;1;1;1;0;13;0;0;0;0;1;0;1;0;0;Prorocentrum_sp;a,b;3,0062E+11
66;VSM20_A2_PM9_066;;0;1;1;1;0;0;4;1;0;0;0;0;0;0;0;1;NI;g;1,2519E+11
67;VSM20_A2_PM9_067;;1;1;1;0;0;0;6;0;0;0;0;1;0;0;0;0;NI;x;6,2260E+10
68;VSM20_A2_PM9_068;;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;NI;r;6,9662E+10
69;VSM20_A2_PM9_069;;0;1;0;0;0;0;3;0;0;0;0;1;1;0;0;0;Pseudalatosphaera_corsica_sp;x;1,2792E+11
70;VSM20_A2_PM9_070;;0;1;1;2;0;0;6;0;0;0;0;1;0;0;0;0;NI;h,n,r;1,8623E+11
71;VSM20_A2_PM9_071;;0;1;1;7;0;0;9;0;0;0;0;1;0;0;0;0;Prorocentrum_sp;a;1,7871E+11
72;VSM20_A2_PM9_072;;0;1;1;3;0;0;1;0;0;0;0;1;0;0;0;0;NI;k,u;3,7206E+11
73;VSM20_A2_PM9_073;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sclerocyte;x;0,0000E+00
74;VSM20_A2_PM9_074;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Prorocentrum_sp;x;3,8018E+10
75;VSM20_A2_PM9_075;;1;1;1;7;0;0;2;1;0;0;1;0;1;0;0;0;Paleophalacroma_sp;i ;1,7193E+11
76;VSM20_A2_PM9_076;;1;0;1;3;0;0;10;1;0;0;0;0;0;0;0;0;NI;x;3,3366E+10
77;VSM20_A2_PM9_077;;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;NI;x;3,5383E+10
